PassengerId,Survived,Sex,Age,FareLog,Title,Pclass,HasCabin,FamilySize,Embarked
593,0,male,47.0,2.1102132003465894,Mr,3,0,1,S
594,0,female,21.5,2.169053700369523,Miss,3,0,3,Q
595,0,male,37.0,3.295836866004329,Mr,2,0,2,S
596,0,male,36.0,3.224857896545748,Mr,3,0,3,S
597,1,female,28.0,3.5263605246161616,Miss,2,0,1,S
598,0,male,49.0,0.0,Mr,3,0,1,S
599,0,male,25.0,2.1071782966514356,Mr,3,0,1,C
600,1,male,49.0,4.0592215752427645,Rare,1,1,2,C
601,1,female,24.0,3.332204510175204,Mrs,2,0,4,S
602,0,male,25.0,2.1855792552411137,Mr,3,0,1,S
603,0,male,40.0,3.770459441106359,Mr,1,0,1,S
604,0,male,44.0,2.2027647577118348,Mr,3,0,1,S
605,1,male,35.0,3.3160025355989236,Mr,1,0,1,C
606,0,male,36.0,2.806386101823072,Mr,3,0,2,S
607,0,male,30.0,2.1855792552411137,Mr,3,0,1,S
608,1,male,27.0,3.449987545831587,Mr,1,0,1,S
609,1,female,22.0,3.7513658711253766,Mrs,2,0,4,C
610,1,female,40.0,5.039951348430309,Miss,1,1,1,S
611,0,female,39.0,3.4742929367327062,Mrs,3,0,7,S
612,0,male,25.0,2.0856720914304723,Mr,3,0,1,S
613,1,female,21.5,2.803360380906535,Miss,3,0,2,Q
614,0,male,25.0,2.169053700369523,Mr,3,0,1,Q
615,0,male,35.0,2.2027647577118348,Mr,3,0,1,S
616,1,female,24.0,4.189654742026425,Miss,2,0,4,S
617,0,male,34.0,2.7343675094195836,Mr,3,0,3,S
618,0,female,26.0,2.8390784635086144,Mrs,3,0,2,S
619,1,female,4.0,3.6888794541139363,Miss,2,1,4,S
620,0,male,26.0,2.4423470353692043,Mr,2,0,1,S
621,0,male,27.0,2.737880811060884,Mr,3,0,2,C
622,1,male,42.0,3.9806942251907276,Mr,1,1,2,S
623,1,male,20.0,2.817902613071225,Mr,3,0,3,C
624,0,male,21.0,2.180891922715322,Mr,3,0,1,S
625,0,male,21.0,2.8390784635086144,Mr,3,0,1,S
626,0,male,61.0,3.5061818266142577,Mr,1,1,1,S
627,0,male,57.0,2.5915163848462583,Rare,2,0,1,Q
628,1,female,21.0,4.368919865004903,Miss,1,1,1,S
629,0,male,26.0,2.1855792552411137,Mr,3,0,1,S
630,0,male,25.0,2.167143305297764,Mr,3,0,1,Q
631,1,male,80.0,3.4339872044851463,Mr,1,1,1,S
632,0,male,51.0,2.086193694502369,Mr,3,0,1,S
633,1,male,32.0,3.449987545831587,Rare,1,1,1,C
634,0,male,40.0,0.0,Mr,1,0,1,S
635,0,female,9.0,3.3638415951183864,Miss,3,0,6,S
636,1,female,28.0,2.6390573296152584,Miss,2,0,1,S
637,0,male,32.0,2.188856327665703,Mr,3,0,1,S
638,0,male,31.0,3.305053521109253,Mr,2,0,3,S
639,0,female,41.0,3.705920919968788,Mrs,3,0,6,S
640,0,male,25.0,2.8390784635086144,Mr,3,0,2,S
641,0,male,20.0,2.180891922715322,Mr,3,0,1,S
642,1,female,24.0,4.252771798816619,Miss,1,1,1,C
643,0,female,2.0,3.3638415951183864,Miss,3,0,6,S
644,1,male,25.0,4.05171190165724,Mr,3,0,1,S
645,1,female,0.75,3.0085645861193133,Miss,3,0,4,C
646,1,male,48.0,4.353230991152628,Mr,1,1,2,C
647,0,male,19.0,2.1855792552411137,Mr,3,0,1,S
648,1,male,56.0,3.597312260588446,Rare,1,1,1,C
649,0,male,25.0,2.145931282948669,Mr,3,0,1,S
650,1,female,23.0,2.145931282948669,Miss,3,0,1,S
651,0,male,25.0,2.1855792552411137,Mr,3,0,1,S
652,1,female,18.0,3.1780538303479458,Miss,2,0,2,S
653,0,male,21.0,2.2442459824059346,Mr,3,0,1,S
654,1,female,21.5,2.17806441028492,Miss,3,0,1,Q
655,0,female,18.0,2.0476928433652555,Miss,3,0,1,Q
656,0,male,24.0,4.310799125385514,Mr,2,0,3,S
657,0,male,25.0,2.1855792552411137,Mr,3,0,1,S
658,0,female,32.0,2.803360380906535,Mrs,3,0,3,Q
659,0,male,23.0,2.6390573296152584,Mr,2,0,1,S
660,0,male,58.0,4.738607824217808,Mr,1,1,3,C
661,1,male,50.0,4.902678819257608,Rare,1,0,3,S
662,0,male,40.0,2.1071782966514356,Mr,3,0,1,C
663,0,male,47.0,3.2804411805263554,Mr,1,1,1,S
664,0,male,36.0,2.139571923732859,Mr,3,0,1,S
665,1,male,20.0,2.188856327665703,Mr,3,0,2,S
666,0,male,32.0,4.310799125385514,Mr,2,0,3,S
667,0,male,25.0,2.6390573296152584,Mr,2,0,1,S
668,0,male,25.0,2.1719067693519296,Mr,3,0,1,S
669,0,male,43.0,2.2027647577118348,Mr,3,0,1,S
670,1,female,35.0,3.970291913552122,Mrs,1,1,2,S
671,1,female,40.0,3.6888794541139363,Mrs,2,0,3,S
672,0,male,31.0,3.970291913552122,Mr,1,1,2,S
673,0,male,70.0,2.4423470353692043,Mr,2,0,1,S
674,1,male,31.0,2.6390573296152584,Mr,2,0,1,S
675,0,male,30.0,0.0,Mr,2,0,1,S
676,0,male,18.0,2.1719067693519296,Mr,3,0,1,S
677,0,male,24.5,2.2027647577118348,Mr,3,0,1,S
678,1,female,18.0,2.3833998102837652,Miss,3,0,1,S
679,0,female,43.0,3.8691155044168695,Mrs,3,0,8,S
680,1,male,36.0,6.240917354759096,Mr,1,1,2,C
681,0,female,21.5,2.212386825075897,Miss,3,0,1,Q
682,1,male,27.0,4.353230991152628,Mr,1,1,1,C
683,0,male,20.0,2.3248357019288655,Mr,3,0,1,S
684,0,male,14.0,3.8691155044168695,Mr,3,0,8,S
685,0,male,60.0,3.6888794541139363,Mr,2,0,3,S
686,0,male,25.0,3.7513658711253766,Mr,2,0,4,C
687,0,male,14.0,3.705920919968788,Mr,3,0,6,S
688,0,male,19.0,2.4133032309283076,Mr,3,0,1,S
689,0,male,18.0,2.174274334826008,Mr,3,0,1,S
690,1,female,15.0,5.35817698994543,Miss,1,1,2,S
691,1,male,31.0,4.060443010546419,Mr,1,1,2,S
692,1,female,4.0,2.668387256845834,Miss,3,0,2,C
693,1,male,25.0,4.05171190165724,Mr,3,0,1,S
694,0,male,25.0,2.1071782966514356,Mr,3,0,1,C
695,0,male,60.0,3.3160025355989236,Rare,1,0,1,S
696,0,male,52.0,2.6741486494265287,Mr,2,0,1,S
697,0,male,44.0,2.2027647577118348,Mr,3,0,1,S
698,1,female,21.5,2.167143305297764,Miss,3,0,1,Q
699,0,male,49.0,4.717456363787216,Mr,1,1,3,C
700,0,male,42.0,2.157559320943788,Mr,3,1,1,S
701,1,female,18.0,5.4316456135398825,Mrs,1,1,2,C
702,1,male,35.0,3.3064287218760624,Mr,1,1,1,S
703,0,female,18.0,2.737880811060884,Miss,3,0,2,C
704,0,male,25.0,2.1681046787623672,Mr,3,0,1,Q
705,0,male,26.0,2.180891922715322,Mr,3,0,2,S
706,0,male,39.0,3.295836866004329,Mr,2,0,1,S
707,1,female,45.0,2.6741486494265287,Mrs,2,0,1,S
708,1,male,42.0,3.3064287218760624,Mr,1,1,1,S
709,1,female,22.0,5.027492411162679,Miss,1,0,1,S
710,1,male,25.0,2.7878344138303452,Master,3,0,3,C
711,1,female,24.0,3.922056501139853,Miss,1,1,1,C
712,0,male,40.0,3.3160025355989236,Mr,1,1,1,S
713,1,male,48.0,3.970291913552122,Mr,1,1,2,S
714,0,male,29.0,2.3497835148230464,Mr,3,0,1,S
715,0,male,52.0,2.6390573296152584,Mr,2,0,1,S
716,0,male,19.0,2.157559320943788,Mr,3,1,1,S
717,1,female,38.0,5.4316456135398825,Miss,1,1,1,C
718,1,female,27.0,2.4423470353692043,Miss,2,1,1,S
719,0,male,25.0,2.803360380906535,Mr,3,0,1,Q
720,0,male,33.0,2.1719067693519296,Mr,3,0,1,S
721,1,female,6.0,3.5263605246161616,Miss,2,0,2,S
722,0,male,17.0,2.086193694502369,Mr,3,0,2,S
723,0,male,34.0,2.6390573296152584,Mr,2,0,1,S
724,0,male,50.0,2.6390573296152584,Mr,2,0,1,S
725,1,male,27.0,3.9908341858524357,Mr,1,1,2,S
726,0,male,20.0,2.2682524139135403,Mr,3,0,1,S
727,1,female,30.0,3.091042453358316,Mrs,2,0,4,S
728,1,female,21.5,2.1676241075599285,Miss,3,0,1,Q
729,0,male,25.0,3.295836866004329,Mr,2,0,2,S
730,0,female,25.0,2.188856327665703,Miss,3,0,2,S
731,1,female,29.0,5.35817698994543,Miss,1,1,1,S
732,0,male,11.0,2.9850504252071306,Mr,3,0,1,C
733,0,male,30.0,0.0,Mr,2,0,1,S
734,0,male,23.0,2.6390573296152584,Mr,2,0,1,S
735,0,male,23.0,2.6390573296152584,Mr,2,0,1,S
736,0,male,28.5,2.8390784635086144,Mr,3,0,1,S
737,0,female,48.0,3.5660053559634015,Mrs,3,0,5,S
738,1,male,35.0,6.240917354759096,Mr,1,1,1,C
739,0,male,25.0,2.1855792552411137,Mr,3,0,1,S
740,0,male,25.0,2.1855792552411137,Mr,3,0,1,S
741,1,male,40.0,3.4339872044851463,Mr,1,1,1,S
742,0,male,36.0,4.380149874661021,Mr,1,1,2,S
743,1,female,21.0,5.5735788721243535,Miss,1,1,5,C
744,0,male,24.0,2.8390784635086144,Mr,3,0,2,S
745,1,male,31.0,2.188856327665703,Mr,3,0,1,S
746,0,male,70.0,4.276666119016055,Rare,1,1,3,S
747,0,male,16.0,3.056356895370426,Mr,3,0,3,S
748,1,female,30.0,2.6390573296152584,Miss,2,0,1,S
749,0,male,19.0,3.9908341858524357,Mr,1,1,2,S
750,0,male,31.0,2.169053700369523,Mr,3,0,1,Q
751,1,female,4.0,3.1780538303479458,Miss,2,0,3,S
752,1,male,6.0,2.600836116795061,Master,3,1,2,S
753,0,male,33.0,2.3513752571634776,Mr,3,0,1,S
754,0,male,23.0,2.1855792552411137,Mr,3,0,1,S
755,1,female,48.0,4.189654742026425,Mrs,2,0,4,S
756,1,male,0.67,2.740840023925201,Master,2,0,3,S
757,0,male,28.0,2.174274334826008,Mr,3,0,1,S
758,0,male,18.0,2.5257286443082556,Mr,2,0,1,S
759,0,male,34.0,2.2027647577118348,Mr,3,0,1,S
760,1,female,33.0,4.471638793363569,Rare,1,1,1,S
761,0,male,25.0,2.740840023925201,Mr,3,0,1,S
762,0,male,41.0,2.094945728215801,Mr,3,0,1,S
763,1,male,20.0,2.1076888046179385,Mr,3,0,1,C
764,1,female,36.0,4.795790545596741,Mrs,1,1,4,S
765,0,male,16.0,2.1719067693519296,Mr,3,0,1,S
766,1,female,51.0,4.368919865004903,Mrs,1,1,2,S
767,0,male,40.0,3.703768066607687,Rare,1,0,1,C
768,0,female,30.5,2.169053700369523,Miss,3,0,1,Q
769,0,male,25.0,3.224857896545748,Mr,3,0,2,Q
770,0,male,32.0,2.236712348843338,Mr,3,0,1,S
771,0,male,24.0,2.3513752571634776,Mr,3,0,1,S
772,0,male,48.0,2.180891922715322,Mr,3,0,1,S
773,0,female,57.0,2.4423470353692043,Mrs,2,1,1,S
774,0,male,25.0,2.1071782966514356,Mr,3,0,1,C
775,1,female,54.0,3.1780538303479458,Mrs,2,0,5,S
776,0,male,18.0,2.169053700369523,Mr,3,0,1,S
777,0,male,25.0,2.169053700369523,Mr,3,1,1,Q
778,1,female,5.0,2.600836116795061,Miss,3,0,1,S
779,0,male,25.0,2.1676241075599285,Mr,3,0,1,Q
780,1,female,43.0,5.35817698994543,Mrs,1,1,2,S
781,1,female,13.0,2.1076888046179385,Miss,3,0,1,C
782,1,female,17.0,4.060443010546419,Mrs,1,1,2,S
783,0,male,29.0,3.4339872044851463,Mr,1,1,1,S
784,0,male,25.0,3.196630215920881,Mr,3,0,4,S
785,0,male,25.0,2.0856720914304723,Mr,3,0,1,S
786,0,male,25.0,2.1102132003465894,Mr,3,0,1,S
787,1,female,18.0,2.139571923732859,Miss,3,0,1,S
788,0,male,8.0,3.405355391810819,Master,3,0,6,Q
789,1,male,1.0,3.0715352369694915,Master,3,0,4,S
790,0,male,46.0,4.384523514872469,Mr,1,1,1,C
791,0,male,25.0,2.169053700369523,Mr,3,0,1,Q
792,0,male,16.0,3.295836866004329,Mr,2,0,1,S
793,0,female,21.5,4.256321678298823,Miss,3,0,11,S
794,0,male,40.0,3.4561841799918147,Mr,1,0,1,C
795,0,male,25.0,2.1855792552411137,Mr,3,0,1,S
796,0,male,39.0,2.6390573296152584,Mr,2,0,1,S
797,1,female,49.0,3.2932111997353943,Rare,1,1,1,S
798,1,female,31.0,2.270402752283094,Mrs,3,0,1,S
799,0,male,30.0,2.1076888046179385,Mr,3,0,1,C
800,0,female,30.0,3.224857896545748,Mrs,3,0,3,S
801,0,male,34.0,2.6390573296152584,Mr,2,0,1,S
802,1,female,31.0,3.305053521109253,Mrs,2,0,3,S
803,1,male,11.0,4.795790545596741,Master,1,1,4,S
804,1,male,0.42,2.2530481500547457,Master,3,0,2,C
805,1,male,27.0,2.076311648670908,Mr,3,0,1,S
806,0,male,31.0,2.1719067693519296,Mr,3,0,1,S
807,0,male,39.0,0.0,Mr,1,1,1,S
808,0,female,18.0,2.1719067693519296,Miss,3,0,1,S
809,0,male,39.0,2.6390573296152584,Mr,2,0,1,S
810,1,female,33.0,3.9908341858524357,Mrs,1,1,2,S
811,0,male,26.0,2.184645795129359,Mr,3,0,1,S
812,0,male,39.0,3.224857896545748,Mr,3,0,1,S
813,0,male,35.0,2.4423470353692043,Mr,2,0,1,S
814,0,female,6.0,3.4742929367327062,Miss,3,0,7,S
815,0,male,30.5,2.2027647577118348,Mr,3,0,1,S
816,0,male,40.0,0.0,Mr,1,1,1,S
817,0,female,23.0,2.188856327665703,Miss,3,0,1,S
818,0,male,31.0,3.637696679934592,Mr,2,0,3,C
819,0,male,43.0,2.0082140323914683,Mr,3,0,1,S
820,0,male,10.0,3.3638415951183864,Master,3,0,6,S
821,1,female,52.0,4.548599834499697,Mrs,1,1,3,S
822,1,male,27.0,2.2682524139135403,Mr,3,0,1,S
823,0,male,38.0,0.0,Rare,1,0,1,S
824,1,female,27.0,2.600836116795061,Mrs,3,1,2,S
825,0,male,2.0,3.705920919968788,Master,3,0,6,S
826,0,male,25.0,2.0731719286662407,Mr,3,0,1,Q
827,0,male,25.0,4.05171190165724,Mr,3,0,1,S
828,1,male,1.0,3.637696679934592,Master,2,0,3,C
829,1,male,25.0,2.169053700369523,Mr,3,0,1,Q
830,1,female,62.0,4.394449154672439,Mrs,1,1,1,S
831,1,female,15.0,2.737880811060884,Mrs,3,0,2,C
832,1,male,0.83,2.9831534913471307,Master,2,0,3,S
833,0,male,25.0,2.1076888046179385,Mr,3,0,1,C
834,0,male,23.0,2.180891922715322,Mr,3,0,1,S
835,0,male,18.0,2.2300144001592104,Mr,3,0,1,S
836,1,female,39.0,4.432699549165613,Miss,1,1,3,C
837,0,male,21.0,2.2682524139135403,Mr,3,0,1,S
838,0,male,25.0,2.2027647577118348,Mr,3,0,1,S
839,1,male,32.0,4.05171190165724,Mr,3,0,1,S
840,1,male,40.0,3.4242626545931514,Mr,1,1,1,C
841,0,male,20.0,2.188856327665703,Mr,3,0,1,S
842,0,male,16.0,2.4423470353692043,Mr,2,0,1,S
843,1,female,30.0,3.4657359027997265,Miss,1,0,1,C
844,0,male,34.5,2.006534770871748,Mr,3,0,1,C
845,0,male,17.0,2.2682524139135403,Mr,3,0,1,S
846,0,male,42.0,2.145931282948669,Mr,3,0,1,S
847,0,male,25.0,4.256321678298823,Mr,3,0,11,S
848,0,male,35.0,2.1855792552411137,Mr,3,0,1,C
849,0,male,28.0,3.5263605246161616,Rare,2,0,2,S
850,1,female,35.0,4.500966778400217,Mrs,1,1,2,C
851,0,male,4.0,3.4742929367327062,Master,3,0,7,S
852,0,male,74.0,2.1719067693519296,Mr,3,0,1,S
853,0,female,9.0,2.7878344138303452,Miss,3,0,3,C
854,1,female,16.0,3.6988297849671046,Miss,1,1,2,S
855,0,female,44.0,3.295836866004329,Mrs,2,0,2,S
856,1,female,18.0,2.336986519711378,Mrs,3,0,2,S
857,1,female,45.0,5.11118445372147,Mrs,1,0,3,S
858,1,male,51.0,3.3160025355989236,Mr,1,1,1,S
859,1,female,24.0,3.0085645861193133,Mrs,3,0,4,C
860,0,male,25.0,2.1076888046179385,Mr,3,0,1,C
861,0,male,41.0,2.7152442616824506,Mr,3,0,3,S
862,0,male,21.0,2.5257286443082556,Mr,2,0,2,S
863,1,female,48.0,3.2932111997353943,Mrs,1,1,1,S
864,0,female,21.5,4.256321678298823,Miss,3,0,11,S
865,0,male,24.0,2.6390573296152584,Mr,2,0,1,S
866,1,female,42.0,2.6390573296152584,Mrs,2,0,1,S
867,1,female,27.0,2.698558631668595,Miss,2,0,2,C
868,0,male,31.0,3.941500250945973,Mr,1,1,1,S
869,0,male,25.0,2.3513752571634776,Mr,3,0,1,S
870,1,male,4.0,2.495953738718064,Master,3,0,3,S
871,0,male,26.0,2.1855792552411137,Mr,3,0,1,S
872,1,female,47.0,3.9806942251907276,Mrs,1,1,3,S
873,0,male,33.0,1.791759469228055,Mr,1,1,1,S
874,0,male,47.0,2.302585092994046,Mr,3,0,1,S
875,1,female,28.0,3.2188758248682006,Mrs,2,0,2,C
876,1,female,15.0,2.1071782966514356,Miss,3,0,1,C
877,0,male,20.0,2.3837779082709782,Mr,3,0,1,S
878,0,male,19.0,2.1855792552411137,Mr,3,0,1,S
879,0,male,25.0,2.1855792552411137,Mr,3,0,1,S
880,1,female,56.0,4.432699549165613,Mrs,1,1,2,C
881,1,female,25.0,3.295836866004329,Mrs,2,0,2,S
882,0,male,33.0,2.1855792552411137,Mr,3,0,1,S
883,0,female,22.0,2.4437981558973862,Miss,3,0,1,S
884,0,male,28.0,2.4423470353692043,Mr,2,0,1,S
885,0,male,25.0,2.0856720914304723,Mr,3,0,1,S
886,0,female,39.0,3.405355391810819,Mrs,3,0,6,Q
887,0,male,27.0,2.6390573296152584,Rare,2,0,1,S
888,1,female,19.0,3.4339872044851463,Miss,1,1,1,S
889,0,female,21.5,3.196630215920881,Miss,3,0,4,S
890,1,male,26.0,3.4339872044851463,Mr,1,1,1,C
891,0,male,32.0,2.169053700369523,Mr,3,0,1,Q
